,horizontalDifference,trial
1,-5.71966552734375,vp16_130_Session1_d01_b01_35
2,-5.71966552734375,vp16_130_Session1_d01_b01_35
0,-12.674713134765625,vp16_131_Session1_d01_b01_36
1,-12.674713134765625,vp16_131_Session1_d01_b01_36
2,-12.674713134765625,vp16_131_Session1_d01_b01_36
0,-6.134796142578125,vp16_132_Session1_d01_b01_37
1,-6.134796142578125,vp16_132_Session1_d01_b01_37
2,-6.134796142578125,vp16_132_Session1_d01_b01_37
0,-1.194122314453125,vp16_133_Session1_d01_b01_38
1,-1.194122314453125,vp16_133_Session1_d01_b01_38
2,-1.194122314453125,vp16_133_Session1_d01_b01_38
0,-4.88958740234375,vp16_136_Session1_d01_b01_41
1,-4.88958740234375,vp16_136_Session1_d01_b01_41
2,-4.88958740234375,vp16_136_Session1_d01_b01_41
0,-15.326080322265625,vp16_137_Session1_d01_b01_42
1,-15.326080322265625,vp16_137_Session1_d01_b01_42
2,-15.326080322265625,vp16_137_Session1_d01_b01_42
0,5.219146728515625,vp16_138_Session1_d01_b01_43
1,5.219146728515625,vp16_138_Session1_d01_b01_43
2,5.219146728515625,vp16_138_Session1_d01_b01_43
0,-9.408416748046875,vp16_139_Session1_d01_b01_44
1,-9.408416748046875,vp16_139_Session1_d01_b01_44
2,-9.408416748046875,vp16_139_Session1_d01_b01_44
0,-25.5260009765625,vp16_140_Session1_d01_b01_45
1,-25.5260009765625,vp16_140_Session1_d01_b01_45
2,-25.5260009765625,vp16_140_Session1_d01_b01_45
0,5.14154052734375,vp16_141_Session1_d01_b01_46
1,5.14154052734375,vp16_141_Session1_d01_b01_46
2,5.14154052734375,vp16_141_Session1_d01_b01_46
0,-1.91180419921875,vp16_142_Session1_d01_b01_47
1,-1.91180419921875,vp16_142_Session1_d01_b01_47
2,-1.91180419921875,vp16_142_Session1_d01_b01_47
0,-7.137786865234375,vp16_143_Session1_d01_b01_48
1,-7.137786865234375,vp16_143_Session1_d01_b01_48
2,-7.137786865234375,vp16_143_Session1_d01_b01_48
0,1.876678466796875,vp16_144_Session1_d01_b02_1
1,1.876678466796875,vp16_144_Session1_d01_b02_1
2,1.876678466796875,vp16_144_Session1_d01_b02_1
0,6.7568359375,vp16_145_Session1_d01_b02_2
1,6.7568359375,vp16_145_Session1_d01_b02_2
2,6.7568359375,vp16_145_Session1_d01_b02_2
0,62.44952392578125,vp16_146_Session1_d01_b02_3
1,62.44952392578125,vp16_146_Session1_d01_b02_3
2,62.44952392578125,vp16_146_Session1_d01_b02_3
3,-0.250244140625,vp16_146_Session1_d01_b02_3
4,-0.250244140625,vp16_146_Session1_d01_b02_3
5,-0.250244140625,vp16_146_Session1_d01_b02_3
0,-10.45416259765625,vp16_148_Session1_d01_b02_5
1,-10.45416259765625,vp16_148_Session1_d01_b02_5
2,-10.45416259765625,vp16_148_Session1_d01_b02_5
0,57.842681884765625,vp16_149_Session1_d01_b02_6
1,57.842681884765625,vp16_149_Session1_d01_b02_6
2,57.842681884765625,vp16_149_Session1_d01_b02_6
0,4.307891845703125,vp16_150_Session1_d01_b02_7
1,4.307891845703125,vp16_150_Session1_d01_b02_7
2,4.307891845703125,vp16_150_Session1_d01_b02_7
0,-1.081146240234375,vp16_151_Session1_d01_b02_8
1,-1.081146240234375,vp16_151_Session1_d01_b02_8
2,-1.081146240234375,vp16_151_Session1_d01_b02_8
0,-23.05340576171875,vp16_152_Session1_d01_b02_9
1,-23.05340576171875,vp16_152_Session1_d01_b02_9
2,-23.05340576171875,vp16_152_Session1_d01_b02_9
0,1.7060546875,vp16_153_Session1_d01_b02_10
1,1.7060546875,vp16_153_Session1_d01_b02_10
2,1.7060546875,vp16_153_Session1_d01_b02_10
0,-2.012542724609375,vp16_154_Session1_d01_b02_11
1,-2.012542724609375,vp16_154_Session1_d01_b02_11
2,-2.012542724609375,vp16_154_Session1_d01_b02_11
0,-0.97113037109375,vp16_155_Session1_d01_b02_12
1,-0.97113037109375,vp16_155_Session1_d01_b02_12
2,-0.97113037109375,vp16_155_Session1_d01_b02_12
0,0.375457763671875,vp16_156_Session1_d01_b02_13
1,0.375457763671875,vp16_156_Session1_d01_b02_13
2,0.375457763671875,vp16_156_Session1_d01_b02_13
0,-12.064666748046875,vp16_157_Session1_d01_b02_14
1,-12.064666748046875,vp16_157_Session1_d01_b02_14
2,-12.064666748046875,vp16_157_Session1_d01_b02_14
0,5.26361083984375,vp16_158_Session1_d01_b02_15
1,5.26361083984375,vp16_158_Session1_d01_b02_15
2,5.26361083984375,vp16_158_Session1_d01_b02_15
0,15.919647216796875,vp16_159_Session1_d01_b02_16
1,15.919647216796875,vp16_159_Session1_d01_b02_16
2,15.919647216796875,vp16_159_Session1_d01_b02_16
0,-13.763336181640625,vp16_160_Session1_d01_b02_17
1,-13.763336181640625,vp16_160_Session1_d01_b02_17
2,-13.763336181640625,vp16_160_Session1_d01_b02_17
0,-8.1759033203125,vp16_161_Session1_d01_b02_18
1,-8.1759033203125,vp16_161_Session1_d01_b02_18
2,-8.1759033203125,vp16_161_Session1_d01_b02_18
3,-14.9290771484375,vp16_161_Session1_d01_b02_18
4,-14.9290771484375,vp16_161_Session1_d01_b02_18
5,-14.9290771484375,vp16_161_Session1_d01_b02_18
0,8.236724853515625,vp16_162_Session1_d01_b02_19
1,8.236724853515625,vp16_162_Session1_d01_b02_19
2,8.236724853515625,vp16_162_Session1_d01_b02_19
3,10.513763427734375,vp16_162_Session1_d01_b02_19
